Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Olatunji, Victoria Kehinde",58098402900,1,"Biochemistry, Genetics and Molecular Biology
",
"Akinyemi, Gbemileke A.",57303164900,1,"Environmental Science
Social Sciences
",
"Bankong, Bankoli D.",56156741900,3,"Materials Science
Engineering
Physics and Astronomy
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",
"Aladeselu, H. O.",56925428200,1,"Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",
"Esho, Taiwo Ruth",34871711000,1,"Agricultural and Biological Sciences
",
"Lawrence, Damilola Aderemi",58260805100,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Olorunfemi, S. O.",58164728000,2,"Environmental Science
Social Sciences
",
"Ajayi, John Ade",7004434512,12,"Materials Science
Earth and Planetary Sciences
Engineering
Energy
Environmental Science
Physics and Astronomy
Chemical Engineering
Chemistry
",0000-0001-7525-1398
"Oluranti Owoeye, Julius",56030617200,1,"Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",
"Adediran, Adetola Adedamola",57195411389,5,"Mathematics
Engineering
Multidisciplinary
Decision Sciences
",
"Oguntade, A. A.",57967040700,1,"Environmental Science
Earth and Planetary Sciences
",
"Akinseye, Olanrewaju",57261148900,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Aduloju, S. O.",6505544664,1,"Agricultural and Biological Sciences
",
"Amujo, Kolade",57222363606,1,"Environmental Science
",
"Owolabi, Olajumoke M.",58404015500,1,"Agricultural and Biological Sciences
Nursing
",
"Ajayi, O. F.",57241984000,1,"Environmental Science
",
"Fadamiro, Catherine Folake",57207450830,1,"Economics, Econometrics and Finance
Social Sciences
",
"Adediran, Ponnle Akinlolu",57407942400,1,"Engineering
Computer Science
",
"Bidemi, Ogunyemi Olaoluwa",58145139300,2,"Earth and Planetary Sciences
Arts and Humanities
Environmental Science
Social Sciences
Engineering
Computer Science
",
"Arowolo, Ayomide P.",57950615500,1,"Engineering
",
"Olaniyi, Adetayo",58515517300,1,"Engineering
",
"Adeleye, Adebanji",57222589682,1,"Engineering
Materials Science
",
"Adelusi, Oluwaseunnla Precious",57210130569,1,"Materials Science
",
"Ayeni, Eunice T.",58168467100,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Amupitan, Oluwayomi Dapo",58202151100,1,"Environmental Science
Earth and Planetary Sciences
",
"Ojo, Victor",57807117100,4,"Medicine
Psychology
",
"Aloba, Olayemi V.",57320386600,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Olajuyigbe, Folasade M.",8684118900,21,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
Chemical Engineering
Environmental Science
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Medicine
Materials Science
Engineering
Physics and Astronomy
Energy
",0000-0002-1060-1868
"Olayinka Oni, Mercy",57204143969,1,"Agricultural and Biological Sciences
Environmental Science
",
"Kayode, A. A.",57330294900,1,"Physics and Astronomy
",
"Oladapo, Adejoke Rashidat",57892766700,1,"Economics, Econometrics and Finance
",
"Ogunmokun-Akinmolu, B.",57205675036,1,"Engineering
",
"Ezenweichu, Chiedu L.",56664506300,3,"Energy
",
"Osemenam, Raymond Azuka",57209571453,2,"Engineering
Earth and Planetary Sciences
",
"Jesuleye, Olalekan Aquila",15136286400,6,"Business, Management and Accounting
Computer Science
Energy
Environmental Science
Social Sciences
",
"Muriana, Olaleye B.",55612811200,1,"Engineering
",
"Emmanuel, Sunday S.",57290359200,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",
"Omotayo, Adewuyi Benjamin",57847101200,1,"Physics and Astronomy
Materials Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",
"Sule, A. O.",57427947400,1,"Environmental Science
",
"Enitan, Fatunmbi Temitope",57215988360,1,"Agricultural and Biological Sciences
",
"Ajagbe, Folorunso Ojo",57220593893,1,"Engineering
Materials Science
",
"Taiwo Timothy, Amos",57219265437,1,"Multidisciplinary
",
"Oyeleye, Idowu Sunday",56206387100,98,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Neuroscience
Nursing
Environmental Science
Chemical Engineering
Engineering
Earth and Planetary Sciences
Immunology and Microbiology
Mathematics
Physics and Astronomy
Social Sciences
",0000-0003-3935-2313
"Okoko, Enos E.",6506940881,2,"Economics, Econometrics and Finance
Social Sciences
",
"Ogunwande, I. O.",57226869282,2,"Agricultural and Biological Sciences
Social Sciences
",
"Ojelade, Mopelola T.",57204436821,1,"Agricultural and Biological Sciences
",
"Olabode, Olatubosun",54405769700,5,"Computer Science
Social Sciences
Multidisciplinary
",
"Awopetu, Akinsola F.",57193203542,1,"Environmental Science
",
"Ojo, Oluwasegun Taiwo",57225324896,1,"Social Sciences
",
"Njoku, Ikpechukwu",58022200000,2,"Engineering
",
"Itodo, E. S.",57219743165,1,"Engineering
Energy
Social Sciences
",
"Olabiyi, A. S.",57201675139,1,"Engineering
Mathematics
Materials Science
",
"Akinwonmi, Akintoba Emmanuel",6504180989,2,"Computer Science
Decision Sciences
",
"Wumi-Adefaye, Oluwatoyin Adeola",57765393300,1,"Agricultural and Biological Sciences
",
"Oyelere, Oluwadara M.",57202329145,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Anthony, Emmanuel Oche",57225962481,1,"Agricultural and Biological Sciences
",
"Bernard, Omomoh E.",57225154815,1,"Agricultural and Biological Sciences
",
"Odeyemi, Charity Segun",58307610400,2,"Computer Science
Engineering
Energy
Decision Sciences
",
"Salihu, Muhammed Lawal",57224475767,1,"Agricultural and Biological Sciences
",
"Lawanson, Gbemisola",57222164707,1,"Environmental Science
Medicine
",
"Adesina, Ajayi O.",57210553912,1,"Environmental Science
",
"Afolabi, Akindahunsi Akintunde",26323469700,1,"Agricultural and Biological Sciences
Chemistry
",
"Juliet, Akinyele Bamidele",57189389665,1,"Medicine
",
"Sanni, Tajudeen Morakinyo",57209241174,2,"Agricultural and Biological Sciences
",
Omotade,57210596604,1,"Engineering
Agricultural and Biological Sciences
Energy
",
"Adeoye, Kayode Oluwaseun",57192834201,1,"Engineering
Materials Science
Chemical Engineering
",
"Adewoye, Olumide",55962641100,3,"Energy
",
"Olasunkanm, O. G.",57217184491,1,"Multidisciplinary
",
"Inyang, Usen",57211851209,1,"Materials Science
Physics and Astronomy
Chemistry
",
"Akinfolarin, Dare",57203656460,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",
"Osuloye, Felix Oluwole",57195177249,1,"Agricultural and Biological Sciences
",
"Akinyimika, Adewale Stephen",57373774600,2,"Physics and Astronomy
Engineering
Materials Science
Chemistry
",0000-0002-7226-2785
"Osunmo, Kolawole",57192887578,1,"Agricultural and Biological Sciences
",
"Fadugba, Omolola Olubukola",57223311267,2,"Mathematics
Materials Science
",0000-0003-4065-8598
"Olorunsaye, Olasunkanmi",57880111700,1,"Environmental Science
",
"Olugbenga Olufemi, Awolu",58107967800,1,"Agricultural and Biological Sciences
Chemistry
",
"Ogundipe, Omotayo O.",55655024900,1,"Earth and Planetary Sciences
",
"Ogunleye, Bamidele Mukaila",57754791100,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",
"Sanmi, Olowosile J.",57211395380,4,"Engineering
Business, Management and Accounting
Decision Sciences
Earth and Planetary Sciences
Environmental Science
",
"Owoyemi, Jacob Mayowa",24402930600,6,"Engineering
Materials Science
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Chemical Engineering
Social Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Makanjuola, O. O.",57210553941,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Bello, Jummai O.",58139138100,1,"Environmental Science
",
"Olubena, Tomiwa Lois",57938065100,1,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
",
"Fasakin, Olamide W.",57191373172,8,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Immunology and Microbiology
",0000-0002-1352-3252
"Ehinmowo, Olubukola Omotinuke",57214893038,2,"Business, Management and Accounting
Economics, Econometrics and Finance
",
"Ijadunola, Hameed",57796340000,1,"Computer Science
Energy
Social Sciences
Decision Sciences
",
"Ashamo, Michael Olufemi",55954179400,17,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",
"Ojokoh, Anthony Okhonlaye",9233584200,20,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Engineering
Environmental Science
Nursing
Pharmacology, Toxicology and Pharmaceutics
Medicine
Chemistry
Chemical Engineering
",
"Aro, Samuel Olanrewaju",16023890200,20,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Veterinary
Energy
Computer Science
Environmental Science
Engineering
Immunology and Microbiology
Nursing
Decision Sciences
",
"Olawoye, Olumide",57192869751,1,"Agricultural and Biological Sciences
",
"Ojemen, Jude E.",57190855200,1,"Engineering
Earth and Planetary Sciences
",
"Oke, T. O.",57208162376,1,"Agricultural and Biological Sciences
",
"Oluwatoyin, Olukayode",56369333400,1,"Computer Science
",
"Olorunfemi, O. B.",8543374300,5,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Eta, O. M.",57539041900,1,"Multidisciplinary
",
"Ahmed, Ibrahim B.",57242205000,1,"Environmental Science
",
"Aluko, E. A.",58148049800,1,"Engineering
Arts and Humanities
Medicine
",
"Ogunsuyi, Olayinka",57214595718,1,"Mathematics
Social Sciences
",
"I Umar, Haruna",57481506500,1,"Environmental Science
",
"Bolarinwa, Folashade Adeola",57249354500,1,"Mathematics
",
"Muhammad, H. A.",56446643400,1,"Agricultural and Biological Sciences
",
"Akinyemi, Damilola Deborah",57221909441,1,"Medicine
",
"Ofuya, Thomas Inomisan",6602860745,49,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Nursing
Medicine
Multidisciplinary
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",
"Kayode, Femi",15061447600,5,"Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Engineering
Medicine
Psychology
",
"Odegbemi, Funmilola",57222320924,1,"Environmental Science
Materials Science
",
"Ayinde, Kayode S.",23466325800,35,"Mathematics
Computer Science
Engineering
Decision Sciences
Chemistry
Medicine
Physics and Astronomy
Environmental Science
Energy
Multidisciplinary
Materials Science
Social Sciences
Agricultural and Biological Sciences
Economics, Econometrics and Finance
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Chemical Engineering
",
"Eluwole, Taofeek A.",57226804796,1,"Environmental Science
",
"Ebuzeme, Gloria Chiogo",57402631800,1,"Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
",
"Adetunmbi, Adebayo Olusola Olus Ola",56038615400,36,"Computer Science
Energy
Decision Sciences
Multidisciplinary
Social Sciences
Mathematics
Engineering
Business, Management and Accounting
Arts and Humanities
",0000-0002-5524-6804
"Omayone, Tosan Peter",57200071173,10,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Agricultural and Biological Sciences
Multidisciplinary
Neuroscience
",0000-0002-6222-2114
"Adegbola, P. A.",57225136599,1,"Engineering
",
"Alabere, Hafsat Olateju",57222151890,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Physics and Astronomy
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Engineering
Computer Science
",
"Folasade, Ibitoye Oluyemisi",56904299300,2,"Immunology and Microbiology
Agricultural and Biological Sciences
Medicine
",
"Ibukun, Haastrup Adebayo",58493138500,1,"Mathematics
Physics and Astronomy
Engineering
Computer Science
",
"Adeniyi, A. A.",57220816484,1,"Chemistry
",
"Buraimoh, Moriamo S.",37046106300,1,"Agricultural and Biological Sciences
",
"Joel, Oke Omotunde",57221921570,1,"Multidisciplinary
",
"Alaba, Mojibola Abdul Akeem",36343325100,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",
"Adebayo, O. A.",57196459757,1,"Agricultural and Biological Sciences
",
"Ajayi, Ebenezer Ayodele",57890116400,1,"Agricultural and Biological Sciences
Chemical Engineering
Environmental Science
",
"Imoudu, Peter B.",13608874600,6,"Agricultural and Biological Sciences
Energy
Environmental Science
Engineering
Immunology and Microbiology
Earth and Planetary Sciences
Chemical Engineering
",
"Quensah, Emmanuel",56178079100,1,"Earth and Planetary Sciences
",
"Elijah, Owolabi K.",57403284000,1,"Social Sciences
Agricultural and Biological Sciences
",
"Omale, Reuben Peters",58073489000,1,"Social Sciences
Engineering
Environmental Science
",
"Adegbenro, Sulaiman Omolade",57219327761,1,"Engineering
Computer Science
Economics, Econometrics and Finance
",
"Adefegha, Adeniyi S.",35361579100,123,"Medicine
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Chemistry
Immunology and Microbiology
Environmental Science
Neuroscience
Engineering
Chemical Engineering
Nursing
Earth and Planetary Sciences
Physics and Astronomy
Multidisciplinary
Computer Science
Mathematics
Health Professions
Psychology
Social Sciences
",0000-0003-1339-403X
"Kareem, Akeem",58255760700,1,"Medicine
",
"Ayeni, Ibukun",57194322757,1,"Decision Sciences
",
"Asasile, Israel I.",58172261100,1,"Agricultural and Biological Sciences
Chemistry
",
"Bukola Adeloye, Jumoke",57219033113,1,"Agricultural and Biological Sciences
",
"Fasoranti, O. F.",57211068288,1,"Agricultural and Biological Sciences
Immunology and Microbiology
Medicine
Environmental Science
",
"Akinyemi, Temitope Yemisi",57954325600,2,"Agricultural and Biological Sciences
Nursing
",
"Adeyemo, Igbagbo A.",55327266700,3,"Environmental Science
Earth and Planetary Sciences
Energy
Multidisciplinary
Agricultural and Biological Sciences
Decision Sciences
",
Adeniran,58515297900,1,"Engineering
",
"Aiyelari, Olaiya Peter",35290471700,4,"Agricultural and Biological Sciences
Social Sciences
Medicine
Environmental Science
",
"Akinola, Busuyi Kolade",57217104376,6,"Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",
"Sunday, Adelakun A.",57216674587,1,"Social Sciences
",
"Taiwo, John Adeola",57222137032,1,"Materials Science
",
"Olonimoyo, F. I.",6504306074,1,"Agricultural and Biological Sciences
",
"Jegede, Muyiwa Emmanuel",57474504000,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",
"Farayibi, P. K.",46460980700,35,"Engineering
Materials Science
Computer Science
Physics and Astronomy
Chemistry
Decision Sciences
Energy
Biochemistry, Genetics and Molecular Biology
Social Sciences
Earth and Planetary Sciences
Environmental Science
Mathematics
Medicine
Business, Management and Accounting
",0000-0002-7505-2492
"Adenawoola, M.",57821772600,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",
"Suleiman, Olajide",58017461800,1,"Agricultural and Biological Sciences
",
"Akinbisehin, A. B.",57210570039,1,"Physics and Astronomy
Materials Science
",
"Ajayi, Taiwo Adedayo",57387792700,2,"Earth and Planetary Sciences
",
"Olasuyi, Kehinde E.",58317688900,2,"Agricultural and Biological Sciences
Environmental Science
Social Sciences
Biochemistry, Genetics and Molecular Biology
",
